RecommendationID,Gender,BodyType,SkinTone,AestheticID,OccasionID,Topwear,Bottomwear,Footwear,Accessory,CreatedAt
6002,Female,Pear,Fair,3,4,No Match,No Match,No Match,Black Tote Bag (Black),2025-05-21 13:57:56
6003,Female,Pear,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Black Buckle Belt (Black),2025-05-21 13:57:56
6004,Female,Hourglass,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Off White Silk Dupatta (Off White),2025-05-21 13:57:56
6005,Female,Hourglass,Fair,3,4,No Match,No Match,No Match,Black Cap (Black),2025-05-21 13:57:56
6006,Female,Hourglass,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Rose Gold Watch (Rose Gold),2025-05-21 13:57:56
6007,Female,Inverted Triangle,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Pearl Earrings (White),2025-05-21 13:57:56
6008,Female,Inverted Triangle,Fair,3,4,No Match,No Match,No Match,Cross Body Bag (Brown),2025-05-21 13:57:56
6009,Female,Inverted Triangle,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Black Buckle Belt (Black),2025-05-21 13:57:56
6010,Female,Oval,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Silk Dupatta (Off White),2025-05-21 13:57:56
6011,Female,Oval,Fair,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6012,Female,Oval,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Rose Gold Watch (Rose Gold),2025-05-21 13:57:56
6013,Female,Rectangle,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Printed Dupatta (Beige),2025-05-21 13:57:56
6014,Female,Rectangle,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6015,Female,Rectangle,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6016,Female,Triangle,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Oxidized Bracelet (Silver),2025-05-21 13:57:56
6017,Female,Triangle,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6018,Female,Triangle,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black Buckle Belt (Black),2025-05-21 13:57:56
6019,Female,Pear,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Statement Earrings (Oxidized Gold),2025-05-21 13:57:56
6020,Female,Pear,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6021,Female,Pear,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6022,Female,Hourglass,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Printed Dupatta (Beige),2025-05-21 13:57:56
6023,Female,Hourglass,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6024,Female,Hourglass,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black Buckle Belt (Black),2025-05-21 13:57:56
6025,Female,Inverted Triangle,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Oxidized Bracelet (Silver),2025-05-21 13:57:56
6026,Female,Inverted Triangle,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6027,Female,Inverted Triangle,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6028,Female,Oval,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Statement Earrings (Oxidized Gold),2025-05-21 13:57:56
6029,Female,Oval,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6030,Female,Oval,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black Buckle Belt (Black),2025-05-21 13:57:56
6031,Female,Rectangle,Dark,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Statement Earrings (Oxidized Gold),2025-05-21 13:57:56
6032,Female,Rectangle,Dark,3,4,No Match,No Match,No Match,White Cap (White),2025-05-21 13:57:56
6033,Female,Rectangle,Dark,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Embroidered Mojaris (White),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6034,Female,Triangle,Dark,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Gold Silk Dupatta (Gold),2025-05-21 13:57:56
6035,Female,Triangle,Dark,3,4,No Match,No Match,No Match,Cross Body Bag (Brown),2025-05-21 13:57:56
6036,Female,Triangle,Dark,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Embroidered Mojaris (White),Black Buckle Belt (Black),2025-05-21 13:57:56
6037,Female,Pear,Dark,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Printed Dupatta (Beige),2025-05-21 13:57:56
6038,Female,Pear,Dark,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6039,Female,Pear,Dark,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Embroidered Mojaris (White),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6040,Female,Hourglass,Dark,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Oxidized Bracelet (Silver),2025-05-21 13:57:56
6041,Female,Hourglass,Dark,3,4,No Match,No Match,No Match,Black Tote Bag (Black),2025-05-21 13:57:56
6042,Female,Hourglass,Dark,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Embroidered Mojaris (White),Black Buckle Belt (Black),2025-05-21 13:57:56
6043,Female,Inverted Triangle,Dark,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Statement Earrings (Oxidized Gold),2025-05-21 13:57:56
6044,Female,Inverted Triangle,Dark,3,4,No Match,No Match,No Match,White Cap (White),2025-05-21 13:57:56
6045,Female,Inverted Triangle,Dark,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Embroidered Mojaris (White),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6046,Female,Oval,Dark,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Gold Silk Dupatta (Gold),2025-05-21 13:57:56
6047,Female,Oval,Dark,3,4,No Match,No Match,No Match,Cross Body Bag (Brown),2025-05-21 13:57:56
6048,Female,Oval,Dark,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Embroidered Mojaris (White),Black Buckle Belt (Black),2025-05-21 13:57:56
6049,Female,Rectangle,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Silk Dupatta (Off White),2025-05-21 13:57:56
6050,Female,Rectangle,Fair,3,4,No Match,No Match,No Match,Black Tote Bag (Black),2025-05-21 13:57:56
6051,Female,Rectangle,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Black Buckle Belt (Black),2025-05-21 13:57:56
6052,Female,Triangle,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Statement Earrings (Oxidized Silver),2025-05-21 13:57:56
6053,Female,Triangle,Fair,3,4,No Match,No Match,No Match,Black Cap (Black),2025-05-21 13:57:56
6054,Female,Triangle,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Rose Gold Watch (Rose Gold),2025-05-21 13:57:56
6055,Female,Pear,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Stud Earrings (Silver),2025-05-21 13:57:56
6056,Female,Pear,Fair,3,4,No Match,No Match,No Match,Cross Body Bag (Brown),2025-05-21 13:57:56
6057,Female,Pear,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Black Buckle Belt (Black),2025-05-21 13:57:56
6058,Female,Hourglass,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Oxidized Gold & Silver Jhumki (Mixed),2025-05-21 13:57:56
6059,Female,Hourglass,Fair,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6060,Female,Hourglass,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Rose Gold Watch (Rose Gold),2025-05-21 13:57:56
6061,Female,Inverted Triangle,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Silk Dupatta (Gold),2025-05-21 13:57:56
6062,Female,Inverted Triangle,Fair,3,4,No Match,No Match,No Match,Black Tote Bag (Black),2025-05-21 13:57:56
6063,Female,Inverted Triangle,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Black Buckle Belt (Black),2025-05-21 13:57:56
6064,Female,Oval,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Round Bindi (Black),2025-05-21 13:57:56
6065,Female,Oval,Fair,3,4,No Match,No Match,No Match,Black Cap (Black),2025-05-21 13:57:56
6066,Female,Oval,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Rose Gold Watch (Rose Gold),2025-05-21 13:57:56
6067,Female,Rectangle,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Printed Dupatta (Beige),2025-05-21 13:57:56
6068,Female,Rectangle,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6069,Female,Rectangle,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6070,Female,Triangle,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Oxidized Bracelet (Silver),2025-05-21 13:57:56
6071,Female,Triangle,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6072,Female,Triangle,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black Buckle Belt (Black),2025-05-21 13:57:56
6073,Female,Pear,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Statement Earrings (Oxidized Gold),2025-05-21 13:57:56
6074,Female,Pear,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6075,Female,Pear,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6076,Female,Hourglass,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Printed Dupatta (Beige),2025-05-21 13:57:56
6077,Female,Hourglass,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6078,Female,Hourglass,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black Buckle Belt (Black),2025-05-21 13:57:56
6079,Female,Inverted Triangle,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Oxidized Bracelet (Silver),2025-05-21 13:57:56
6080,Female,Inverted Triangle,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6081,Female,Inverted Triangle,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6082,Female,Oval,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Statement Earrings (Oxidized Gold),2025-05-21 13:57:56
6083,Female,Oval,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6084,Female,Oval,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black Buckle Belt (Black),2025-05-21 13:57:56
6085,Female,Rectangle,Dark,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Printed Dupatta (Beige),2025-05-21 13:57:56
6086,Female,Rectangle,Dark,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6087,Female,Rectangle,Dark,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Embroidered Mojaris (White),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6088,Female,Triangle,Dark,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Oxidized Bracelet (Silver),2025-05-21 13:57:56
6089,Female,Triangle,Dark,3,4,No Match,No Match,No Match,Black Tote Bag (Black),2025-05-21 13:57:56
6090,Female,Triangle,Dark,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Embroidered Mojaris (White),Black Buckle Belt (Black),2025-05-21 13:57:56
6091,Female,Pear,Dark,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Statement Earrings (Oxidized Gold),2025-05-21 13:57:56
6092,Female,Pear,Dark,3,4,No Match,No Match,No Match,White Cap (White),2025-05-21 13:57:56
6093,Female,Pear,Dark,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Embroidered Mojaris (White),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6094,Female,Hourglass,Dark,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Gold Silk Dupatta (Gold),2025-05-21 13:57:56
6095,Female,Hourglass,Dark,3,4,No Match,No Match,No Match,Cross Body Bag (Brown),2025-05-21 13:57:56
6096,Female,Hourglass,Dark,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Embroidered Mojaris (White),Black Buckle Belt (Black),2025-05-21 13:57:56
6097,Female,Inverted Triangle,Dark,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Printed Dupatta (Beige),2025-05-21 13:57:56
6098,Female,Inverted Triangle,Dark,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6099,Female,Inverted Triangle,Dark,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Embroidered Mojaris (White),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6100,Female,Oval,Dark,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Oxidized Bracelet (Silver),2025-05-21 13:57:56
6101,Female,Oval,Dark,3,4,No Match,No Match,No Match,Black Tote Bag (Black),2025-05-21 13:57:56
6102,Female,Oval,Dark,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Embroidered Mojaris (White),Black Buckle Belt (Black),2025-05-21 13:57:56
6103,Female,Rectangle,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Round Bindi (Black),2025-05-21 13:57:56
6104,Female,Rectangle,Fair,3,4,No Match,No Match,No Match,Cross Body Bag (Brown),2025-05-21 13:57:56
6105,Female,Rectangle,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Black Buckle Belt (Black),2025-05-21 13:57:56
6106,Female,Triangle,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),No Match,2025-05-21 13:57:56
6107,Female,Triangle,Fair,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6108,Female,Triangle,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Rose Gold Watch (Rose Gold),2025-05-21 13:57:56
6109,Female,Pear,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Black Round Bindi (Black),2025-05-21 13:57:56
6110,Female,Pear,Fair,3,4,No Match,No Match,No Match,Black Tote Bag (Black),2025-05-21 13:57:56
6111,Female,Pear,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Black Buckle Belt (Black),2025-05-21 13:57:56
6112,Female,Hourglass,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Printed Dupatta (Beige),2025-05-21 13:57:56
6113,Female,Hourglass,Fair,3,4,No Match,No Match,No Match,Black Cap (Black),2025-05-21 13:57:56
6114,Female,Hourglass,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Rose Gold Watch (Rose Gold),2025-05-21 13:57:56
6115,Female,Inverted Triangle,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Oxidized Bracelet (Silver),2025-05-21 13:57:56
6116,Female,Inverted Triangle,Fair,3,4,No Match,No Match,No Match,Cross Body Bag (Brown),2025-05-21 13:57:56
6117,Female,Inverted Triangle,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Black Buckle Belt (Black),2025-05-21 13:57:56
6118,Female,Oval,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Statement Earrings (Oxidized Gold),2025-05-21 13:57:56
6119,Female,Oval,Fair,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6120,Female,Oval,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Rose Gold Watch (Rose Gold),2025-05-21 13:57:56
6121,Female,Rectangle,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Printed Dupatta (Beige),2025-05-21 13:57:56
6122,Female,Rectangle,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6123,Female,Rectangle,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6124,Female,Triangle,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Oxidized Bracelet (Silver),2025-05-21 13:57:56
6125,Female,Triangle,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6126,Female,Triangle,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black Buckle Belt (Black),2025-05-21 13:57:56
6127,Female,Pear,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Statement Earrings (Oxidized Gold),2025-05-21 13:57:56
6128,Female,Pear,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6129,Female,Pear,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6130,Female,Hourglass,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Printed Dupatta (Beige),2025-05-21 13:57:56
6131,Female,Hourglass,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6132,Female,Hourglass,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black Buckle Belt (Black),2025-05-21 13:57:56
6133,Female,Inverted Triangle,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Oxidized Bracelet (Silver),2025-05-21 13:57:56
6134,Female,Inverted Triangle,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6135,Female,Inverted Triangle,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6136,Female,Oval,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Statement Earrings (Oxidized Gold),2025-05-21 13:57:56
6137,Female,Oval,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6138,Female,Oval,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black Buckle Belt (Black),2025-05-21 13:57:56
6139,Female,Rectangle,Dark,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Statement Earrings (Oxidized Gold),2025-05-21 13:57:56
6140,Female,Rectangle,Dark,3,4,No Match,No Match,No Match,White Cap (White),2025-05-21 13:57:56
6141,Female,Rectangle,Dark,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Embroidered Mojaris (White),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6142,Female,Triangle,Dark,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Gold Silk Dupatta (Gold),2025-05-21 13:57:56
6143,Female,Triangle,Dark,3,4,No Match,No Match,No Match,Cross Body Bag (Brown),2025-05-21 13:57:56
6144,Female,Triangle,Dark,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Embroidered Mojaris (White),Black Buckle Belt (Black),2025-05-21 13:57:56
6145,Female,Pear,Dark,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Printed Dupatta (Beige),2025-05-21 13:57:56
6146,Female,Pear,Dark,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6147,Female,Pear,Dark,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Embroidered Mojaris (White),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6148,Female,Hourglass,Dark,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Oxidized Bracelet (Silver),2025-05-21 13:57:56
6149,Female,Hourglass,Dark,3,4,No Match,No Match,No Match,Black Tote Bag (Black),2025-05-21 13:57:56
6150,Female,Hourglass,Dark,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Embroidered Mojaris (White),Black Buckle Belt (Black),2025-05-21 13:57:56
6151,Female,Inverted Triangle,Dark,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Statement Earrings (Oxidized Gold),2025-05-21 13:57:56
6152,Female,Inverted Triangle,Dark,3,4,No Match,No Match,No Match,White Cap (White),2025-05-21 13:57:56
6153,Female,Inverted Triangle,Dark,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Embroidered Mojaris (White),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6154,Female,Oval,Dark,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Gold Silk Dupatta (Gold),2025-05-21 13:57:56
6155,Female,Oval,Dark,3,4,No Match,No Match,No Match,Cross Body Bag (Brown),2025-05-21 13:57:56
6156,Female,Oval,Dark,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Embroidered Mojaris (White),Black Buckle Belt (Black),2025-05-21 13:57:56
6157,Female,Rectangle,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Statement Earrings (Oxidized Gold),2025-05-21 13:57:56
6158,Female,Rectangle,Fair,3,4,No Match,No Match,No Match,Black Tote Bag (Black),2025-05-21 13:57:56
6159,Female,Rectangle,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Black Buckle Belt (Black),2025-05-21 13:57:56
6160,Female,Triangle,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Off White Silk Dupatta (Off White),2025-05-21 13:57:56
6161,Female,Triangle,Fair,3,4,No Match,No Match,No Match,Black Cap (Black),2025-05-21 13:57:56
6162,Female,Triangle,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Rose Gold Watch (Rose Gold),2025-05-21 13:57:56
6163,Female,Pear,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Pearl Earrings (White),2025-05-21 13:57:56
6164,Female,Pear,Fair,3,4,No Match,No Match,No Match,Cross Body Bag (Brown),2025-05-21 13:57:56
6165,Female,Pear,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Black Buckle Belt (Black),2025-05-21 13:57:56
6166,Female,Hourglass,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Silk Dupatta (Off White),2025-05-21 13:57:56
6167,Female,Hourglass,Fair,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6168,Female,Hourglass,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Rose Gold Watch (Rose Gold),2025-05-21 13:57:56
6169,Female,Inverted Triangle,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Statement Earrings (Oxidized Silver),2025-05-21 13:57:56
6170,Female,Inverted Triangle,Fair,3,4,No Match,No Match,No Match,Black Tote Bag (Black),2025-05-21 13:57:56
6171,Female,Inverted Triangle,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Black Buckle Belt (Black),2025-05-21 13:57:56
6172,Female,Oval,Fair,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Stud Earrings (Silver),2025-05-21 13:57:56
6173,Female,Oval,Fair,3,4,No Match,No Match,No Match,Black Cap (Black),2025-05-21 13:57:56
6174,Female,Oval,Fair,1,4,Saree (Light Blue Chiffon),Palazzo Pants (White),Beaded Flats (Pastel Pink),Rose Gold Watch (Rose Gold),2025-05-21 13:57:56
6175,Female,Rectangle,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Printed Dupatta (Beige),2025-05-21 13:57:56
6176,Female,Rectangle,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6177,Female,Rectangle,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6178,Female,Triangle,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Oxidized Bracelet (Silver),2025-05-21 13:57:56
6179,Female,Triangle,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6180,Female,Triangle,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black Buckle Belt (Black),2025-05-21 13:57:56
6181,Female,Pear,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Statement Earrings (Oxidized Gold),2025-05-21 13:57:56
6182,Female,Pear,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6183,Female,Pear,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
6184,Female,Hourglass,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Printed Dupatta (Beige),2025-05-21 13:57:56
6185,Female,Hourglass,Brown,3,4,No Match,No Match,No Match,Leather Tote Bag (Brown),2025-05-21 13:57:56
6186,Female,Hourglass,Brown,1,4,Chickenkaari Kurta (White),Palazzo Pants (White),Kolhapuri Sandals (Beige),Black Buckle Belt (Black),2025-05-21 13:57:56
6187,Female,Inverted Triangle,Brown,2,4,Linen Kurta (White),Silk Pants (White),Flat Sandals (Brown),Oxidized Bracelet (Silver),2025-05-21 13:57:56
